FrameID,CPU_Percent
0,11.6
1,58.7
2,30.75
3,37.6
4,22.3
5,32.6
6,32.7
7,37.5
8,38.25
9,33.05
10,32.7
11,37.15
12,32.05
13,32.15
14,38.15
15,28.7
16,12.15
17,24.55
18,37.3
19,32.95
20,32.15
21,40.5
22,29.9
23,28.5
24,36.75
25,45.650000000000006
26,29.799999999999997
27,36.75
28,28.95
29,12.15
30,32.6
31,28.849999999999998
32,28.299999999999997
33,29.15
34,14.1
35,38.0
36,37.4
37,36.95
38,32.05
39,11.2
40,26.599999999999998
41,27.5
42,35.2
43,29.15
44,51.900000000000006
45,49.1
46,27.15
47,36.2
48,26.599999999999998
49,27.049999999999997
50,26.099999999999998
51,34.35
52,26.549999999999997
53,26.799999999999997
54,29.299999999999997
55,26.5
56,35.0
57,25.9
58,26.349999999999998
59,23.25
60,35.05
61,28.45
62,27.9
63,30.099999999999998
64,22.8
65,26.65
66,22.0
67,26.15
68,26.349999999999998
69,25.95
70,38.75
71,26.099999999999998
72,26.099999999999998
73,26.95
74,26.049999999999997
75,27.15
76,26.349999999999998
77,26.0
78,26.25
79,35.05
80,29.65
81,25.95
82,21.6
83,34.5
84,34.05
85,26.049999999999997
86,25.75
87,26.4
88,33.75
89,34.2
90,34.0
91,21.7
92,29.05
93,33.95
94,21.35
95,25.95
96,25.849999999999998
97,34.1
98,26.599999999999998
99,25.9
100,21.9
101,34.75
102,9.65
103,26.2
104,25.65
105,34.35
106,34.25
107,34.5
108,25.799999999999997
109,26.15
110,26.0
111,25.7
112,25.95
113,22.55
114,26.5
115,26.5
116,25.549999999999997
117,26.049999999999997
118,35.05
119,34.5
120,25.799999999999997
121,25.799999999999997
122,33.7
123,25.599999999999998
124,33.8
125,25.7
126,21.9
127,25.75
128,34.05
129,25.75
130,33.85
131,33.95
132,26.099999999999998
133,22.65
134,26.4
135,26.299999999999997
136,26.349999999999998
137,28.65
138,34.8
139,26.099999999999998
140,26.049999999999997
141,25.75
142,21.35
143,35.15
144,27.2
145,26.15
146,35.2
147,34.7
148,34.25
149,25.849999999999998
150,25.7
151,22.1
152,33.85
153,38.8
154,34.7
155,33.85
156,25.5
157,22.7
158,21.65
159,26.4
160,25.799999999999997
161,21.45
162,34.55
163,22.25
164,29.75
165,25.75
166,34.1
167,25.5
168,21.8
169,25.799999999999997
170,25.9
171,38.8
172,26.25
173,21.4
174,25.75
175,28.95
176,26.15
177,34.1
178,34.5
179,25.799999999999997
180,25.75
181,25.849999999999998
182,34.55
183,21.85
184,28.95
185,25.549999999999997
186,33.65
187,34.25
188,39.75
