FrameID,LatencySeconds
0,0.12784910202026367
1,0.1369190216064453
2,0.14623284339904785
3,0.14970755577087402
4,0.15508008003234863
5,0.1576995849609375
6,0.16265487670898438
7,0.16878724098205566
8,0.17381000518798828
9,0.17925143241882324
10,0.18467140197753906
11,0.19059205055236816
12,0.19571661949157715
13,0.20266008377075195
14,0.20711851119995117
15,0.2114572525024414
16,0.21600031852722168
17,0.22022390365600586
18,0.22418856620788574
19,0.22783780097961426
20,0.23334383964538574
21,0.24069738388061523
22,0.24515366554260254
23,0.25028538703918457
24,0.25104832649230957
25,0.2524697780609131
26,0.25575733184814453
27,0.26225805282592773
28,0.2672996520996094
29,0.27283787727355957
30,0.2787322998046875
31,0.28320860862731934
32,0.28939270973205566
33,0.29611802101135254
34,0.30159711837768555
35,0.3069155216217041
36,0.3135545253753662
37,0.3175065517425537
38,0.32123780250549316
39,0.3261253833770752
40,0.3310549259185791
41,0.3384876251220703
42,0.34652090072631836
43,0.3545718193054199
44,0.361494779586792
45,0.36654138565063477
46,0.3695688247680664
47,0.37287449836730957
48,0.37424731254577637
49,0.37159013748168945
50,0.3723752498626709
51,0.3734862804412842
52,0.3793337345123291
53,0.38378000259399414
54,0.39212894439697266
55,0.3942067623138428
56,0.398709774017334
57,0.4033370018005371
58,0.4098825454711914
59,0.41494250297546387
60,0.41976475715637207
61,0.4246938228607178
62,0.4305272102355957
63,0.4340524673461914
64,0.43497538566589355
65,0.4387941360473633
66,0.4400367736816406
67,0.44292712211608887
68,0.4467194080352783
69,0.45160365104675293
70,0.4557607173919678
71,0.46355724334716797
72,0.46878600120544434
73,0.47290706634521484
74,0.47829580307006836
75,0.4851968288421631
76,0.48961687088012695
77,0.4955172538757324
78,0.4975297451019287
79,0.498349666595459
80,0.499133825302124
81,0.5025579929351807
82,0.5061533451080322
83,0.5100035667419434
84,0.5146462917327881
85,0.520930290222168
86,0.5281600952148438
87,0.5326893329620361
88,0.5393528938293457
89,0.5457043647766113
90,0.5519778728485107
91,0.5569491386413574
92,0.5602982044219971
93,0.5641624927520752
94,0.5634903907775879
95,0.5639281272888184
96,0.5659735202789307
97,0.5676789283752441
98,0.5719399452209473
99,0.5756223201751709
100,0.5802085399627686
101,0.5850708484649658
102,0.5938930511474609
103,0.5989871025085449
104,0.6010744571685791
105,0.605872392654419
106,0.6127705574035645
107,0.6178905963897705
108,0.624133825302124
109,0.6241703033447266
110,0.6275560855865479
111,0.6306803226470947
112,0.634465217590332
113,0.6381938457489014
114,0.6429522037506104
115,0.646904706954956
116,0.6526470184326172
117,0.6581625938415527
118,0.667670726776123
119,0.6783523559570312
120,0.6838126182556152
121,0.6894690990447998
122,0.697345495223999
123,0.7012360095977783
124,0.703075647354126
125,0.7062485218048096
126,0.7091233730316162
127,0.7113170623779297
128,0.7161211967468262
129,0.7189815044403076
130,0.715205192565918
131,0.7193920612335205
132,0.7247490882873535
133,0.7314045429229736
134,0.7382783889770508
135,0.7439398765563965
136,0.7490534782409668
137,0.753593921661377
138,0.7591090202331543
139,0.7610454559326172
140,0.762031078338623
141,0.7647056579589844
142,0.7672240734100342
143,0.7726645469665527
