FrameID,CPU_Percent
0,14.95
1,63.65
2,35.5
3,35.0
4,37.9
5,36.2
6,33.1
7,39.75
8,39.65
9,45.599999999999994
10,46.65
11,45.900000000000006
12,41.6
13,33.15
14,35.65
15,33.7
16,39.55
17,33.0
18,32.4
19,35.5
20,33.599999999999994
21,28.1
22,33.599999999999994
23,29.55
24,30.1
25,35.15
26,33.3
27,35.900000000000006
28,33.05
29,30.45
30,36.7
31,31.25
32,32.9
33,34.35
34,30.15
35,27.05
36,28.799999999999997
37,34.35
38,30.15
39,29.7
40,31.25
41,32.2
42,29.65
43,29.150000000000002
44,26.4
45,27.9
46,30.6
47,31.65
48,40.2
49,29.05
50,31.35
51,29.9
52,28.450000000000003
53,29.1
54,27.5
55,32.5
56,31.2
57,30.05
58,30.15
59,30.85
60,30.8
61,29.2
62,29.5
63,26.35
64,28.700000000000003
65,27.1
66,33.25
67,32.4
68,29.8
69,30.75
70,29.85
71,29.6
72,33.400000000000006
73,27.75
74,29.299999999999997
75,32.95
76,31.65
77,32.1
78,32.9
79,27.25
80,28.3
81,28.4
82,32.099999999999994
83,31.05
84,29.5
85,28.6
86,30.2
87,30.25
88,27.25
89,28.25
90,30.3
91,31.35
92,32.0
93,33.8
94,31.4
95,29.4
96,31.099999999999998
97,31.15
98,29.25
99,29.05
100,28.55
101,30.4
102,31.6
103,30.200000000000003
104,28.299999999999997
105,29.8
106,28.9
107,31.45
108,29.7
109,30.0
110,28.549999999999997
111,28.9
112,29.3
113,28.85
114,32.0
115,32.7
116,31.55
117,28.200000000000003
118,28.4
119,28.35
120,30.599999999999998
121,29.9
122,30.549999999999997
123,30.049999999999997
124,30.299999999999997
125,30.0
126,31.299999999999997
127,29.0
128,29.55
129,29.3
130,28.85
131,29.75
132,28.3
133,30.2
134,27.75
135,30.0
136,31.45
137,28.25
138,28.35
139,27.25
140,31.4
