FrameID,BandwidthMbps
0,0.48870703583281805
1,1.197086525677445
2,1.0110223906581668
3,0.9493626716283067
4,0.9313404765722776
5,0.9049469392748085
6,0.9185079028319245
7,0.9274125894527907
8,0.9621325419299426
9,0.9556823085990785
10,0.9504009691306715
11,0.9651067810781786
12,0.9762026119036755
13,0.9473940611469335
14,0.9400795643514465
15,0.9598623142296241
16,0.9615934152867177
17,0.9707578656865279
18,0.9814837098995647
19,0.9650033426436406
20,0.9826787757554539
21,0.9721535328660798
22,0.9733475361451625
23,0.9540498032473973
24,0.9935635924544162
25,0.973873003344834
26,0.9741423643415326
27,0.9390777297144848
28,0.977402314689452
29,0.9579055090479458
30,0.9715194850807856
31,0.9534762438564132
32,1.0029185058823344
33,0.9520285941417379
34,1.0050267578260097
35,1.0123184035215667
36,1.0412552113876508
37,0.9832357548356055
38,1.0034816371868436
39,0.9650657473558364
40,1.0049516122724103
41,0.9986559272460205
42,0.963364028226691
43,0.9875269266494144
44,1.0167248049504358
45,0.9986515668843526
46,1.0177971734803348
47,0.9882794623991746
48,1.0402970299616525
49,1.0047518590753415
50,1.0201449980529111
51,1.0197643825466516
52,1.035166581728539
53,1.0061903348494063
54,1.0181305668336909
55,1.0211667805239313
56,1.0161852567139655
57,1.0042123701114551
58,1.0216899036677187
59,1.0143883546547363
60,1.0320725435398528
61,1.0057705710950333
62,1.0197877484471292
63,0.9987715688833168
64,1.0086223733123068
65,1.0053670562264887
66,0.9951388285584105
67,1.0180617812124777
68,1.0376614500375436
69,0.9098118119646951
70,1.0480832402441091
71,1.0297851248598486
72,1.06756243868199
73,1.0141733226732255
74,1.0405224031980542
75,1.040773581837969
76,1.0736562962157816
77,1.0324128072363807
78,1.0513829279086648
79,1.0407258114959337
80,1.0700807830136194
81,1.041490118840737
82,1.058386253942796
83,1.038436702105456
84,1.0641797901658054
85,0.9945384367384743
86,1.0740209826204266
87,1.0336437301160961
88,1.0839276027247344
89,1.0849311788903404
90,1.0820938817246477
91,1.064362005357417
92,1.0706322680155764
93,1.0548694283939397
94,1.0895861169309524
95,1.043110672959264
96,1.0751459320985366
97,1.0569195797866133
98,1.0692803886422566
99,1.044778220989276
100,1.0763315642240179
101,1.055354334660134
102,1.0883301456269612
103,1.0546899373643897
104,1.067752600678385
105,1.0493459318531004
106,1.0943725353478864
107,1.0654329301993164
108,1.0524512486001334
109,1.0625034222098437
110,1.0884376626253882
111,1.0462386769044496
112,1.078538431645387
113,1.069125339152523
114,1.0688241254332398
115,1.0384659960809528
116,1.0898114720657421
117,1.0765634496000813
118,1.0537569993597256
119,1.0589760494452942
120,1.0741287909896724
121,1.0641701620463229
122,1.0992098189246746
123,1.0718517700181658
124,1.0735096226939087
125,1.0692565436128076
126,1.0880870637950917
127,1.0611557589169778
128,1.0777432919441488
129,1.064710946696576
130,1.1041610994805224
131,1.0817213636569314
132,1.0729674476894373
133,1.0581941254429599
134,1.0876633300559122
135,1.063272965880301
136,1.0729997681002899
137,1.0867667576605964
138,1.0898102886941696
139,1.0842009595162931
140,1.0493718458922436
141,1.0765708565387226
142,1.1031199578656
143,1.0746726310580406
144,1.0796059038992396
145,1.0556883417933687
146,1.102866787758849
147,1.0529747176006892
148,1.0457346818228164
149,1.0600476585710517
150,1.094666878128888
151,1.0296235858575589
152,1.0602891689398732
153,1.04585691607563
154,1.0926875026505165
155,1.0524831041551548
156,1.0807000576488595
157,1.0603547715843724
158,1.0949497106963204
159,1.0809145591655964
160,1.0753920111620108
161,1.067036333994503
162,1.0910853958214524
163,1.0581432125182841
164,1.0571016288731108
165,1.0669127630447965
166,1.0906638338231083
167,1.0705110937043074
168,1.075339483630274
169,1.0312766029988942
170,1.0935328181897863
171,1.0514987891313452
172,1.0616839372056213
173,1.0554607257245447
174,1.0714696375649206
175,1.0409167848252046
176,1.031518599150064
177,1.0400064853913418
178,1.0686071781979514
179,1.0666835847050382
180,1.0558672147717187
181,1.0388379877399863
182,1.0497001741654008
183,1.035081875956785
184,1.0379080582496605
185,1.035583999585484
186,1.0473561734846595
187,1.050583410277363
188,1.0470110499248984
189,1.047962368350683
190,1.0478883890161936
191,1.0187344580961073
192,1.0642297545298254
193,1.030670358011284
194,0.9884964607538244
195,1.0073652110706515
196,1.0588860733415175
197,1.033089535378647
198,1.0191508437697374
199,0.9983418772413695
200,1.0296440294546376
201,1.01641507758829
202,1.0119818096902098
203,1.004696342101141
204,1.018871515427638
205,1.0118260013564904
206,0.9860274833751613
207,0.9957846599092555
208,1.0263179636288218
209,0.9955010607783473
210,1.0126237723688878
211,1.0087048899212514
212,1.0223625972075074
213,0.9879082208403801
214,0.9807985608516145
215,0.9487509404683596
216,1.0074550247016523
217,0.9863544176233323
218,0.9836391922362384
219,0.9809369840622642
220,1.0143613626575274
221,0.9839078622777148
222,0.9824703624928346
223,0.9826671365369749
224,0.9984673662835317
225,0.9810841495441768
226,0.9804913075755755
227,0.9649513234294319
228,0.9951657600023125
229,0.9745164710478492
230,0.9906129895750537
231,0.9613005107050664
232,0.9948583755174056
233,0.9533116922998445
234,0.9733011855253535
235,0.9499488195064839
236,0.9728154192070462
237,0.9513680432481996
238,0.9376309634230299
239,0.9614697386238319
240,0.9888687248315132
241,0.9549841509100032
242,0.9376595939610266
243,0.9317222764907215
244,0.9174696608838407
245,0.94949817743167
246,0.9584341790596441
247,0.9354789927333108
248,0.950836711650366
249,0.8928264448609023
250,0.9443596515802111
251,0.9291504301779142
252,0.9156585844994576
253,0.9261102144672457
254,0.9486312981478034
255,0.9307610535297681
256,0.9221569571035287
257,0.9044014957970835
258,0.9437680578188473
259,0.9211024761581575
260,0.9124070215384178
261,0.8863854826320411
262,0.9321067251689105
263,0.9196443973266083
264,0.9003125261102602
265,0.9163278481661029
266,0.9225044605039869
267,0.9108489409319644
268,0.9085205998101019
269,0.911325503578783
270,0.92330115872316
271,0.9062558247796391
272,0.9238538205040564
273,0.8996989697486334
274,0.9246046625780913
275,0.8999766611929558
276,0.898767602482746
277,0.9117847286361346
278,0.915634774363138
279,0.9079043578942803
280,0.8982249581623866
281,0.9143990558834456
282,0.914431707061558
283,0.9123733020292059
284,0.9102805650315019
285,0.8644897801791607
286,0.9349387253032387
287,0.9110891715702565
288,0.8612726295204819
289,0.9050047042552746
290,0.9247710188059625
291,0.911445029400859
292,0.8902491494079284
293,0.8220808007613659
294,0.9108872267787734
295,0.9007265409413597
296,0.9043169440564965
297,0.8861703117501776
298,0.8705914330789212
299,0.8931779625585345
300,0.9036841978704048
301,0.9130552063435701
302,0.8811246296703077
303,0.8967380680098016
304,0.9017144823251154
305,0.8914020313058949
306,0.898171458833948
307,0.8851297274499139
308,0.9051250229180571
309,0.8873186120484357
310,0.8990943843492306
311,0.8886791249390108
312,0.8908075458481025
313,0.893295626576267
314,0.8864425144993822
315,0.8634513469579979
316,0.8970408821432729
317,0.914214227272691
318,0.8615101292881343
319,0.8771694213755161
320,0.9029267086431865
321,0.8835629702797962
322,0.8925529410869203
323,0.8791532556951932
324,0.9052547616201045
325,0.8760744786495657
326,0.8814551623516608
327,0.8795732251622879
328,0.8926734150471247
329,0.8880675483164298
330,0.8913265819909956
331,0.8745948106741385
332,0.9035977626358838
333,0.8736613526876857
334,0.8699654864488895
335,0.8406516540425669
336,0.8924480492603243
337,0.8661000839664671
338,0.8898799037157472
339,0.8744745437891213
340,0.8907800207247487
341,0.8725664520586544
342,0.8785414174441433
343,0.8604287766855968
344,0.8876055918303337
345,0.8724515470292565
346,0.8566508883915382
347,0.8911223400724894
348,0.9014506077497323
349,0.8770545605159988
350,0.8915533194804784
351,0.8603151969704069
352,0.9019573946467573
353,0.8685594013728988
354,0.8797425465943978
355,0.8851459178131729
356,0.9081138349353537
357,0.8744144035401221
358,0.8715396461606127
359,0.8802697094612163
360,0.8902346205122789
361,0.8640810435510499
362,0.875848558348727
363,0.8771091584217974
364,0.8932921648640058
365,0.8761995218384303
366,0.8777162621713227
367,0.8668962556515446
368,0.8680651954370822
369,0.8812728676495306
370,0.8686370113918638
371,0.8648473850986377
372,0.9026434132561396
373,0.8941829403213459
374,0.8811344059851478
375,0.8776433877632899
376,0.8862707544271821
377,0.8492811509053168
378,0.8693820591996702
379,0.8839333481992867
380,0.8985431077013942
381,0.871820452208989
382,0.8727420208216099
383,0.8748391432259508
384,0.8803142485209999
385,0.8635324182304311
386,0.8445421426479766
387,0.8873125609039781
388,0.8381074889234879
389,0.8556443972069079
390,0.87640032188264
391,0.8672025478071962
392,0.8851322445811811
393,0.8363870144647649
394,0.864823050461915
395,0.8549159823666648
396,0.8720949668385912
397,0.8313208667800647
398,0.8702978699038147
399,0.8571480061322647
400,0.8816705525183841
401,0.8785399994330955
402,0.8836094313601245
403,0.8619878852576407
404,0.8914445377405988
405,0.8322260557878465
406,0.8732953635894616
407,0.8447571700187905
408,0.8574367075344316
409,0.841118332741181
410,0.8650158262869778
411,0.8458320339782459
412,0.8872036930542053
413,0.843109682889419
414,0.8575876513276848
415,0.8353518369823874
416,0.870786909104292
417,0.8399639743895461
418,0.8596552218257335
419,0.8624831459042617
420,0.8671076450903467
421,0.8506477867399468
422,0.8691547754708553
423,0.8530276514386033
424,0.8838928912712337
425,0.8692893429896003
426,0.8575133211473895
427,0.8568370573310019
428,0.8523823085012511
429,0.8227546876661106
430,0.8510440879057022
431,0.8762742016090536
432,0.875774115173852
433,0.844577200953873
434,0.8789541321327646
435,0.8812502213999186
436,0.8908746268872598
437,0.8709132703425555
438,0.8543396557886942
439,0.8664199493188844
440,0.8947223720974403
441,0.8743301373899257
442,0.8800595963559782
443,0.8759167995173675
444,0.8595456938548691
445,0.8653847917898366
446,0.8940438243444513
447,0.8789207685699373
448,0.9005211841654781
449,0.8755548264307463
450,0.8945891149119412
451,0.8500621006830136
452,0.8800385684686212
453,0.8684210812702213
454,0.8804951229117428
455,0.862787722577276
456,0.8841720334849829
457,0.875739620933015
458,0.8598849210787268
459,0.8721485430757573
460,0.8881226438071392
461,0.8716069102604438
462,0.8876512572695368
463,0.8514829842841533
464,0.860008349201951
465,0.8671699998040919
466,0.8627147652164436
467,0.8564329599380285
468,0.8648091387519624
469,0.8362280740068957
470,0.862142224578568
471,0.8495451026434184
472,0.8575296659763083
473,0.8652283140267353
474,0.8726674646089881
475,0.8472450795956199
476,0.8540937551609664
477,0.8397713227601972
478,0.876225194790399
479,0.854739931846743
480,0.834986668974503
481,0.8351990058367215
482,0.8591946301317626
483,0.8465496327658335
484,0.8357655453372758
485,0.8540360351926811
486,0.8671220005312459
487,0.8328387926332679
488,0.830269795341946
489,0.8182258064345109
490,0.859188751127833
491,0.8463038386427837
492,0.8194485198435295
493,0.8175338864952645
494,0.8535000040547899
495,0.8439394848643397
496,0.8595094876565552
497,0.8152712843818253
498,0.83297668435467
499,0.82661051172147
500,0.8213770295100824
501,0.815473685766909
502,0.7896215425389111
503,0.8246433488657751
504,0.8175873819151793
505,0.8211519908480573
506,0.818708977009155
507,0.8280479474750551
508,0.8290431833550065
509,0.8179688497420665
510,0.8075068160702218
511,0.8084799522804071
512,0.8221714792916145
513,0.8108529185567317
514,0.8227257475601099
515,0.8116997642998075
516,0.8120590954932736
517,0.7989475735393551
518,0.7945829819433752
519,0.8025426364746926
520,0.8027162050562601
521,0.8024857489679074
522,0.8015391824305246
523,0.7893014819802817
524,0.8138707106666226
525,0.8009908786189044
526,0.806835708822315
527,0.7820727287846987
528,0.7694677510955195
529,0.7962078779761639
530,0.7887003853164598
531,0.7728097996844389
532,0.7798209746405138
533,0.7787858303321232
534,0.7828320933208577
535,0.7844139930011502
536,0.7883071684545648
537,0.7783932036095644
538,0.7750353088234354
539,0.7822338861582855
540,0.7868039364082079
541,0.7695768805036102
542,0.7625631145328681
543,0.7783098377724836
