FrameID,LatencySeconds
0,0.15892267227172852
1,0.18040847778320312
2,0.28531742095947266
3,0.3390653133392334
4,0.39198994636535645
5,0.4532127380371094
6,0.5138680934906006
7,0.5420093536376953
8,0.5668365955352783
9,0.6283395290374756
10,0.6663522720336914
11,0.6875615119934082
12,0.714303731918335
13,0.7341618537902832
14,0.7494258880615234
15,0.7740285396575928
16,0.8120901584625244
18,0.8179466724395752
29,0.7273588180541992
41,0.6424238681793213
53,0.5546307563781738
65,0.47280430793762207
77,0.38847994804382324
89,0.30020952224731445
101,0.21418237686157227
113,0.13067364692687988
125,0.08654594421386719
137,0.08583760261535645
149,0.08723807334899902
161,0.08454322814941406
173,0.08710741996765137
185,0.08900928497314453
197,0.08423447608947754
209,0.08624887466430664
221,0.08380317687988281
233,0.08403301239013672
245,0.0834648609161377
257,0.08381867408752441
269,0.08616447448730469
281,0.08502745628356934
293,0.08530354499816895
305,0.09020352363586426
317,0.08557796478271484
329,0.08475971221923828
341,0.08554673194885254
353,0.08553791046142578
365,0.08619976043701172
377,0.08445334434509277
389,0.08773207664489746
401,0.08504867553710938
413,0.08721137046813965
425,0.0837860107421875
437,0.08767032623291016
449,0.08861279487609863
461,0.08631443977355957
473,0.08483672142028809
485,0.08724093437194824
497,0.08258605003356934
509,0.08463883399963379
521,0.08646631240844727
533,0.0859076976776123
545,0.08352780342102051
557,0.08579301834106445
569,0.08630132675170898
581,0.08426809310913086
593,0.08181333541870117
605,0.08364510536193848
617,0.08522653579711914
629,0.0865473747253418
641,0.08345699310302734
653,0.08354663848876953
665,0.08449435234069824
677,0.0829927921295166
689,0.08291816711425781
701,0.08410763740539551
714,0.08455276489257812
726,0.08452892303466797
738,0.08483576774597168
750,0.08591723442077637
762,0.0853278636932373
774,0.08561968803405762
786,0.0826570987701416
798,0.08517599105834961
810,0.08757209777832031
822,0.08593249320983887
834,0.08566164970397949
846,0.08421182632446289
858,0.08514857292175293
870,0.08495354652404785
882,0.08465027809143066
894,0.0846090316772461
